Generation,MinFitness,MeanFitness,StdDev
0,0.515401,0.718097,0.137652
1,0.485476,0.644732,0.097651
2,0.449560,0.615421,0.110356
3,0.447332,0.579714,0.091083
4,0.430645,0.561202,0.104171
5,0.424600,0.541938,0.107985
6,0.411853,0.514507,0.094763
7,0.406208,0.504531,0.094061
8,0.379182,0.492079,0.096022
9,0.374248,0.479402,0.093135
10,0.370913,0.464051,0.083871
11,0.361873,0.455959,0.089367
12,0.357390,0.447700,0.086771
13,0.357390,0.439416,0.090262
14,0.353147,0.421036,0.060586
15,0.353147,0.421461,0.072564
16,0.353147,0.408006,0.072464
17,0.351928,0.404627,0.072407
18,0.351928,0.398188,0.061852
19,0.351928,0.395909,0.055333
20,0.348694,0.391064,0.054823
21,0.348694,0.400414,0.072058
22,0.344437,0.395488,0.063178
23,0.341750,0.394280,0.056186
24,0.341750,0.389381,0.058885
25,0.341750,0.392194,0.071303
26,0.341139,0.392195,0.070190
27,0.339287,0.393511,0.066403
28,0.336568,0.392860,0.077582
29,0.334888,0.391178,0.071768
30,0.334888,0.391914,0.070638
31,0.334016,0.380290,0.056937
32,0.334016,0.381868,0.052871
33,0.333431,0.390732,0.071659
34,0.330473,0.389532,0.071019
35,0.330473,0.383078,0.066796
36,0.330473,0.388391,0.082368
37,0.330473,0.390990,0.091736
38,0.330473,0.388057,0.076778
39,0.330473,0.398019,0.104443
40,0.329674,0.393522,0.091448
41,0.326746,0.399260,0.103559
42,0.326746,0.398258,0.111266
43,0.325979,0.391884,0.101637
44,0.325979,0.394844,0.099367
45,0.325979,0.399008,0.111521
46,0.325979,0.386986,0.098833
47,0.323246,0.391833,0.103819
48,0.323246,0.389455,0.106273
49,0.323246,0.399925,0.111211
50,0.323246,0.397550,0.111922
51,0.323246,0.386291,0.099516
52,0.323246,0.383059,0.101854
53,0.323246,0.391757,0.106851
54,0.320757,0.381463,0.094833
55,0.320757,0.388209,0.100164
56,0.320757,0.390308,0.104610
57,0.320757,0.380334,0.092123
58,0.320325,0.381582,0.104430
59,0.320325,0.385825,0.105659
60,0.320325,0.393863,0.112106
61,0.320325,0.382432,0.099358
62,0.320325,0.382836,0.104288
63,0.320325,0.377059,0.097274
64,0.318980,0.374291,0.087318
65,0.318980,0.375406,0.091697
66,0.318980,0.379527,0.099485
67,0.318980,0.381907,0.100146
68,0.318980,0.377652,0.102757
69,0.318980,0.380509,0.105806
70,0.318980,0.373058,0.095071
71,0.318980,0.374198,0.095396
72,0.318396,0.375041,0.097377
73,0.318396,0.382103,0.110127
74,0.318396,0.378496,0.110036
75,0.315581,0.380511,0.105161
76,0.315581,0.378012,0.109002
77,0.315581,0.378655,0.109933
78,0.315581,0.375800,0.099474
79,0.315581,0.371327,0.105496
80,0.315581,0.384119,0.119990
81,0.315581,0.375381,0.097855
82,0.315417,0.368242,0.092597
83,0.314812,0.368404,0.097738
84,0.314812,0.373714,0.094429
85,0.314812,0.370491,0.094812
86,0.314812,0.371031,0.096748
87,0.314812,0.374900,0.111654
88,0.314515,0.366874,0.095012
89,0.314515,0.370823,0.105975
90,0.314515,0.371938,0.103787
91,0.314496,0.377322,0.106153
92,0.314227,0.367304,0.085174
93,0.313632,0.379176,0.111258
94,0.312900,0.373374,0.100893
95,0.312826,0.372101,0.107612
96,0.312826,0.365175,0.095261
97,0.311714,0.368114,0.094628
98,0.311714,0.367559,0.096575
99,0.311714,0.364893,0.088555
100,0.311714,0.369816,0.096077
101,0.311714,0.370247,0.108999
102,0.311294,0.362903,0.091182
103,0.310859,0.373039,0.101090
104,0.310859,0.360448,0.078747
105,0.310859,0.371076,0.097994
106,0.310859,0.360875,0.077900
107,0.310859,0.373920,0.097232
108,0.310859,0.364698,0.088964
109,0.310859,0.359123,0.080391
110,0.310859,0.365187,0.085183
111,0.310859,0.364462,0.093545
112,0.310859,0.365313,0.094353
113,0.310859,0.367218,0.097177
114,0.309825,0.359705,0.087162
115,0.309825,0.362975,0.090543
116,0.309825,0.365408,0.096100
117,0.309825,0.365609,0.094875
118,0.309825,0.366441,0.091447
119,0.309825,0.372749,0.102713
120,0.309825,0.364387,0.093675
121,0.309825,0.359856,0.079043
122,0.309825,0.356033,0.069457
123,0.309260,0.363510,0.086777
124,0.309260,0.356606,0.083553
125,0.309260,0.361656,0.094146
126,0.309260,0.365458,0.098355
127,0.309260,0.365898,0.091894
128,0.309260,0.367231,0.094261
129,0.309260,0.363585,0.083692
130,0.309260,0.367446,0.098880
131,0.309244,0.364949,0.095358
132,0.309244,0.372167,0.110560
133,0.309244,0.360548,0.094071
134,0.307306,0.360853,0.095397
135,0.307306,0.365791,0.101881
136,0.307306,0.363794,0.101503
137,0.307306,0.362542,0.093271
138,0.307306,0.357661,0.090577
139,0.307306,0.360806,0.088579
140,0.306842,0.360275,0.082754
141,0.306842,0.360763,0.090405
142,0.306842,0.363475,0.110377
143,0.306842,0.362670,0.092506
144,0.306842,0.360135,0.093597
145,0.306842,0.363032,0.095367
146,0.306793,0.360042,0.091879
147,0.306793,0.358855,0.094806
148,0.306793,0.364126,0.101392
149,0.306793,0.363281,0.111176
150,0.306793,0.350067,0.078293
151,0.306793,0.369082,0.114004
152,0.306793,0.356782,0.086473
153,0.306793,0.357504,0.090920
154,0.306793,0.360098,0.098838
155,0.306793,0.360711,0.096746
156,0.306793,0.360384,0.102234
157,0.306793,0.363487,0.102756
158,0.306793,0.365286,0.108012
159,0.305800,0.362702,0.106043
160,0.305800,0.371998,0.114820
161,0.305800,0.363824,0.103077
162,0.305800,0.364761,0.108169
163,0.305565,0.359886,0.098984
164,0.305565,0.364749,0.107273
165,0.305565,0.362213,0.097977
166,0.304421,0.363011,0.097778
167,0.304421,0.354781,0.092168
168,0.304421,0.356859,0.092801
169,0.304421,0.347922,0.077617
170,0.304421,0.361017,0.103969
171,0.304421,0.358588,0.098137
172,0.304421,0.358048,0.099816
173,0.304421,0.356661,0.095093
174,0.304421,0.357535,0.092837
