Generation,MinFitness,MeanFitness,StdDev
0,1.331535,1.521771,0.048837
1,1.300588,1.477884,0.057394
2,1.226340,1.430069,0.065425
3,1.179771,1.394693,0.074627
4,1.166524,1.364853,0.082029
5,1.152841,1.330751,0.085084
6,1.152841,1.297765,0.082566
7,1.104659,1.285272,0.081091
8,1.092147,1.275550,0.087910
9,1.077638,1.257544,0.086827
10,1.077638,1.235628,0.080875
11,1.077638,1.222093,0.081910
12,1.077638,1.217096,0.080457
13,1.077638,1.214316,0.079929
14,1.074420,1.208084,0.081210
15,1.074241,1.199342,0.078325
16,1.074241,1.199281,0.079747
17,1.074241,1.189257,0.076560
18,1.074241,1.188288,0.077915
19,1.069484,1.183306,0.071692
20,1.069484,1.185778,0.076491
21,1.069484,1.181895,0.069298
22,1.069484,1.172794,0.068916
23,1.069484,1.169809,0.067347
24,1.069484,1.171457,0.068748
25,1.062036,1.171902,0.073905
26,1.062036,1.164483,0.066197
27,1.062036,1.176869,0.070270
28,1.062036,1.178286,0.074917
29,1.062036,1.171696,0.064547
30,1.062036,1.169474,0.062136
31,1.062036,1.175383,0.073361
32,1.062036,1.176109,0.070196
33,1.062036,1.173028,0.066387
34,1.062036,1.177270,0.069434
35,1.062036,1.176037,0.075121
36,1.062036,1.169133,0.070972
37,1.062036,1.165796,0.079427
38,1.062036,1.166187,0.068007
39,1.062036,1.164472,0.068554
40,1.059842,1.162377,0.067339
41,1.059842,1.157019,0.066452
42,1.059842,1.154780,0.057354
43,1.059842,1.154763,0.064328
44,1.059842,1.160402,0.071322
45,1.059731,1.163324,0.064853
46,1.059731,1.158385,0.074463
47,1.059731,1.155876,0.076004
48,1.059731,1.144268,0.065814
49,1.059731,1.152111,0.079320
50,1.059731,1.151603,0.075452
51,1.059731,1.147213,0.070435
52,1.059731,1.146377,0.077565
53,1.059731,1.147259,0.067505
54,1.059731,1.153385,0.073390
55,1.059731,1.156134,0.071846
56,1.059731,1.154459,0.071978
57,1.059731,1.153055,0.075961
58,1.059731,1.151411,0.061668
59,1.059731,1.156738,0.075296
60,1.059731,1.151325,0.064163
61,1.059731,1.158597,0.072058
62,1.059731,1.164536,0.074471
63,1.059731,1.161312,0.072566
64,1.059731,1.162836,0.078584
65,1.059731,1.159002,0.069579
66,1.059731,1.157804,0.065183
67,1.059731,1.154544,0.064134
68,1.059731,1.161309,0.066823
69,1.059731,1.160631,0.074819
70,1.059731,1.153605,0.067828
71,1.059731,1.156318,0.072203
72,1.059731,1.149966,0.058245
73,1.059731,1.156998,0.071507
74,1.059731,1.153415,0.067484
75,1.059731,1.154522,0.070047
76,1.058331,1.149895,0.065970
77,1.058331,1.149523,0.064141
78,1.058331,1.160364,0.068783
79,1.058331,1.153937,0.063447
80,1.058331,1.159073,0.066786
81,1.058331,1.165556,0.078544
82,1.058331,1.155851,0.065989
83,1.058331,1.161895,0.072024
84,1.058331,1.162943,0.075513
85,1.058331,1.164600,0.066948
86,1.058331,1.162779,0.070359
87,1.058331,1.160799,0.073696
88,1.058331,1.165150,0.074675
89,1.054635,1.158588,0.069321
90,1.054635,1.161647,0.066887
91,1.054635,1.153331,0.062067
92,1.054635,1.160291,0.069511
93,1.054635,1.157518,0.066430
94,1.054635,1.158618,0.070287
95,1.054635,1.152219,0.065228
96,1.054635,1.154453,0.068855
97,1.054635,1.152855,0.062150
98,1.054635,1.152972,0.070967
99,1.054635,1.152863,0.065982
100,1.054635,1.160710,0.073372
101,1.054635,1.153389,0.063165
102,1.054635,1.147853,0.069453
103,1.054635,1.150668,0.072329
104,1.054635,1.142175,0.062358
105,1.054635,1.150955,0.068247
106,1.054635,1.146188,0.065990
107,1.054635,1.150076,0.064510
108,1.054635,1.146413,0.067238
109,1.054635,1.146301,0.070075
110,1.054635,1.151896,0.077315
111,1.054635,1.149567,0.070258
112,1.054635,1.148782,0.074122
113,1.054635,1.143605,0.063842
114,1.054635,1.148125,0.069686
115,1.054635,1.143472,0.070556
116,1.054635,1.148599,0.071478
117,1.054635,1.147254,0.072692
118,1.054635,1.152217,0.071969
119,1.054635,1.148828,0.075603
120,1.054635,1.147112,0.067209
121,1.054635,1.147705,0.065639
122,1.054635,1.146282,0.069116
123,1.054635,1.143131,0.061805
124,1.054635,1.146065,0.063122
125,1.054635,1.148365,0.072841
126,1.054635,1.143687,0.061627
127,1.054635,1.145503,0.069510
128,1.054635,1.146260,0.066297
129,1.054635,1.147341,0.068375
130,1.054635,1.141242,0.065683
131,1.054635,1.139480,0.064587
132,1.054635,1.138739,0.065101
133,1.054635,1.135418,0.072934
134,1.054635,1.131052,0.064250
135,1.054635,1.129714,0.063576
136,1.054635,1.132349,0.064364
137,1.054635,1.135871,0.060477
138,1.054635,1.127809,0.056323
139,1.054635,1.136081,0.070158
140,1.054635,1.136396,0.067836
141,1.054635,1.140281,0.074185
142,1.054635,1.139786,0.067235
143,1.054635,1.137886,0.061313
144,1.054635,1.141966,0.066747
145,1.054635,1.137647,0.061378
146,1.054635,1.139066,0.069360
147,1.054635,1.144831,0.070202
148,1.054635,1.139534,0.067011
149,1.054635,1.136142,0.064271
150,1.054635,1.143438,0.068264
151,1.054635,1.146100,0.071859
152,1.054635,1.143949,0.069201
153,1.054635,1.140109,0.067448
154,1.054635,1.142460,0.079321
155,1.054635,1.131952,0.062189
156,1.054635,1.135391,0.063552
157,1.054635,1.139117,0.071425
158,1.054635,1.138778,0.066840
159,1.054635,1.131225,0.067939
160,1.054635,1.133952,0.065890
161,1.054635,1.133950,0.067912
162,1.054635,1.135505,0.067940
163,1.054635,1.131323,0.059461
164,1.054635,1.133511,0.070548
165,1.054635,1.141534,0.067076
166,1.054635,1.139938,0.064455
167,1.054635,1.145590,0.077544
168,1.054635,1.140935,0.067293
169,1.054635,1.143723,0.069662
170,1.054635,1.136953,0.067419
171,1.054635,1.140613,0.074724
172,1.054635,1.133233,0.062782
173,1.054635,1.141092,0.069142
174,1.054635,1.144964,0.068268
175,1.054635,1.144703,0.068555
176,1.054635,1.141831,0.067735
177,1.054635,1.144748,0.065296
178,1.054635,1.141379,0.065744
179,1.054635,1.143610,0.073414
180,1.054635,1.149803,0.075229
181,1.054635,1.144927,0.074759
182,1.054635,1.146512,0.065572
183,1.054635,1.142616,0.062305
184,1.054635,1.143874,0.063411
185,1.054635,1.142704,0.065245
186,1.054635,1.140117,0.073039
187,1.054635,1.134232,0.067100
